Paso 1: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 672: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 673: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 674: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 675: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 676: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 677: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 678: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 679: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 680: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 681: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 682: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 683: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 684: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 685: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 686: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 687: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 688: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 689: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 690: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 691: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 692: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 693: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 694: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 695: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 696: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 697: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 698: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 699: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 700: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 701: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 702: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 703: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 704: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 705: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 706: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 707: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 708: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 709: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 710: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 711: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 712: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 713: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 714: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 715: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 716: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 717: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 718: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 719: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 720: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 721: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 722: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 723: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 724: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 725: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 726: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 727: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 728: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 729: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 730: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 731: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 732: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 733: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 734: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 735: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 736: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 737: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 738: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 739: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 740: q1, Lee: 0 -> Escribe: 0, Mueve: R, Nuevo: q1
Paso 741: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 742: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 743: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 744: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 745: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 746: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 747: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 748: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 749: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 750: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 751: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 752: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 753: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 754: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 755: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 756: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 757: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 758: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 759: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 760: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 761: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 762: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 763: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 764: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 765: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 766: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 767: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 768: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 769: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 770: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 771: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 772: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 773: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 774: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 775: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 776: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 777: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 778: q2, Lee: 0 -> Escribe: 0, Mueve: L, Nuevo: q2
Paso 779: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 780: q0, Lee: 0 -> Escribe: X, Mueve: R, Nuevo: q1
Paso 781: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 782: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 783: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 784: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 785: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 786: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 787: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 788: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 789: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 790: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 791: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 792: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 793: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 794: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 795: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 796: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 797: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 798: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 799: q1, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q1
Paso 800: q1, Lee: 1 -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 801: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 802: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 803: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 804: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 805: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 806: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 807: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 808: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 809: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 810: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 811: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 812: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 813: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 814: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 815: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 816: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 817: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 818: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 819: q2, Lee: Y -> Escribe: Y, Mueve: L, Nuevo: q2
Paso 820: q2, Lee: X -> Escribe: X, Mueve: R, Nuevo: q0
Paso 821: q0, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 822: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 823: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 824: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 825: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 826: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 827: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 828: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 829: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 830: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 831: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 832: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 833: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 834: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 835: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 836: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 837: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 838: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 839: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 840: q3, Lee: Y -> Escribe: Y, Mueve: R, Nuevo: q3
Paso 841: q3, Lee: B -> Escribe: B, Mueve: R, Nuevo: q4

CADENA ACEPTADA.
